State Name,State ID,Constituency,Constituency Link
WEST BENGAL,36,BISHNUPUR (SC),index.php?action=show_candidates&constituency_id=568
WEST BENGAL,36,BOLPUR,index.php?action=show_candidates&constituency_id=551
WEST BENGAL,36,BURDWAN - DURGAPUR,index.php?action=show_candidates&constituency_id=549
WEST BENGAL,36,COOCH BEHAR (SC),index.php?action=show_candidates&constituency_id=534
WEST BENGAL,36,DARJEELING,index.php?action=show_candidates&constituency_id=537
WEST BENGAL,36,DIAMOND HARBOUR,index.php?action=show_candidates&constituency_id=574
WEST BENGAL,36,DUM DUM,index.php?action=show_candidates&constituency_id=569
WEST BENGAL,36,GHATAL,index.php?action=show_candidates&constituency_id=562
WEST BENGAL,36,HOOGHLY,index.php?action=show_candidates&constituency_id=558
WEST BENGAL,36,HOWRAH,index.php?action=show_candidates&constituency_id=555
WEST BENGAL,36,JADAVPUR,index.php?action=show_candidates&constituency_id=575
WEST BENGAL,36,JALPAIGURI (SC),index.php?action=show_candidates&constituency_id=536
WEST BENGAL,36,JANGIPUR,index.php?action=show_candidates&constituency_id=542
WEST BENGAL,36,JAYNAGAR (SC),index.php?action=show_candidates&constituency_id=572
WEST BENGAL,36,JHARGRAM (ST),index.php?action=show_candidates&constituency_id=564
WEST BENGAL,36,KANTHI,index.php?action=show_candidates&constituency_id=561
WEST BENGAL,36,KOLKATA DAKSHIN,index.php?action=show_candidates&constituency_id=576
WEST BENGAL,36,KOLKATA UTTAR,index.php?action=show_candidates&constituency_id=577
WEST BENGAL,36,KRISHNANAGAR,index.php?action=show_candidates&constituency_id=545
WEST BENGAL,36,MALDAHA DAKSHIN,index.php?action=show_candidates&constituency_id=541
WEST BENGAL,36,MALDAHA UTTAR,index.php?action=show_candidates&constituency_id=540
WEST BENGAL,36,MATHURAPUR (SC),index.php?action=show_candidates&constituency_id=573
WEST BENGAL,36,MEDINIPUR,index.php?action=show_candidates&constituency_id=565
WEST BENGAL,36,MURSHIDABAD,index.php?action=show_candidates&constituency_id=543
WEST BENGAL,36,PURULIA,index.php?action=show_candidates&constituency_id=566
WEST BENGAL,36,RAIGANJ,index.php?action=show_candidates&constituency_id=538
WEST BENGAL,36,RANAGHAT (SC),index.php?action=show_candidates&constituency_id=546
WEST BENGAL,36,SREERAMPUR,index.php?action=show_candidates&constituency_id=557
WEST BENGAL,36,TAMLUK,index.php?action=show_candidates&constituency_id=560
WEST BENGAL,36,ULUBERIA,index.php?action=show_candidates&constituency_id=556
